simulation_id,result,total_turns,victims_rescued,victims_lost,structural_damage
551,DERROTA_ESTRUCTURAL,9,1,1,26
552,DERROTA_VICTIMAS,8,3,5,8
553,DERROTA_VICTIMAS,9,2,4,14
554,DERROTA_VICTIMAS,5,2,4,6
555,DERROTA_ESTRUCTURAL,14,1,2,26
556,DERROTA_ESTRUCTURAL,14,1,2,25
557,DERROTA_ESTRUCTURAL,13,1,2,26
558,DERROTA_ESTRUCTURAL,11,2,3,25
559,DERROTA_VICTIMAS,10,4,4,9
560,DERROTA_VICTIMAS,10,2,4,10
561,DERROTA_VICTIMAS,8,2,4,15
562,DERROTA_ESTRUCTURAL,12,3,3,26
563,DERROTA_ESTRUCTURAL,13,2,2,24
564,DERROTA_ESTRUCTURAL,14,1,3,25
565,DERROTA_VICTIMAS,7,2,4,11
566,DERROTA_VICTIMAS,9,2,4,7
567,DERROTA_ESTRUCTURAL,13,3,2,24
568,DERROTA_ESTRUCTURAL,15,1,1,26
569,DERROTA_ESTRUCTURAL,12,3,3,25
570,DERROTA_VICTIMAS,7,3,4,5
571,DERROTA_ESTRUCTURAL,15,2,3,27
572,DERROTA_VICTIMAS,9,1,4,11
573,DERROTA_VICTIMAS,11,3,4,17
574,DERROTA_ESTRUCTURAL,15,1,1,24
575,DERROTA_ESTRUCTURAL,13,3,3,26
576,DERROTA_ESTRUCTURAL,13,2,1,24
577,DERROTA_VICTIMAS,6,2,4,1
578,DERROTA_VICTIMAS,13,4,4,14
579,DERROTA_VICTIMAS,7,2,4,7
580,DERROTA_ESTRUCTURAL,12,5,3,27
581,DERROTA_ESTRUCTURAL,13,1,1,24
582,DERROTA_ESTRUCTURAL,17,1,3,26
583,DERROTA_ESTRUCTURAL,12,1,2,24
584,DERROTA_VICTIMAS,9,2,4,13
585,DERROTA_VICTIMAS,7,1,4,11
586,DERROTA_ESTRUCTURAL,12,3,1,27
587,DERROTA_VICTIMAS,6,1,4,3
588,DERROTA_VICTIMAS,9,2,4,20
589,DERROTA_ESTRUCTURAL,13,1,1,25
590,DERROTA_ESTRUCTURAL,14,1,3,27
591,DERROTA_VICTIMAS,6,1,4,2
592,DERROTA_VICTIMAS,10,2,4,13
593,DERROTA_VICTIMAS,6,2,4,8
594,DERROTA_VICTIMAS,9,2,4,16
595,DERROTA_VICTIMAS,8,3,4,0
596,DERROTA_VICTIMAS,7,2,4,7
597,VICTORIA,11,7,3,18
598,DERROTA_VICTIMAS,10,2,4,16
599,DERROTA_VICTIMAS,11,4,4,12
600,DERROTA_ESTRUCTURAL,12,3,1,24
601,DERROTA_VICTIMAS,6,2,4,4
602,DERROTA_ESTRUCTURAL,12,1,1,24
603,DERROTA_VICTIMAS,5,1,4,3
604,DERROTA_VICTIMAS,6,2,4,9
605,DERROTA_VICTIMAS,6,2,4,3
606,DERROTA_ESTRUCTURAL,13,3,2,25
607,DERROTA_VICTIMAS,7,3,4,9
608,DERROTA_ESTRUCTURAL,13,1,2,25
609,DERROTA_VICTIMAS,10,5,4,8
610,DERROTA_VICTIMAS,12,3,4,16
611,DERROTA_VICTIMAS,6,2,4,10
612,DERROTA_VICTIMAS,7,3,4,5
613,DERROTA_VICTIMAS,8,2,4,13
614,DERROTA_VICTIMAS,17,4,4,24
615,DERROTA_VICTIMAS,11,3,4,17
616,DERROTA_VICTIMAS,6,1,4,11
617,DERROTA_ESTRUCTURAL,13,2,3,24
618,DERROTA_VICTIMAS,10,3,4,11
619,DERROTA_ESTRUCTURAL,13,1,2,24
620,DERROTA_VICTIMAS,6,1,5,0
621,DERROTA_ESTRUCTURAL,11,1,2,26
622,DERROTA_VICTIMAS,8,3,5,7
623,DERROTA_ESTRUCTURAL,13,1,3,26
624,DERROTA_ESTRUCTURAL,11,5,3,25
625,DERROTA_VICTIMAS,6,2,4,4
626,DERROTA_ESTRUCTURAL,13,2,2,25
627,DERROTA_ESTRUCTURAL,15,2,2,25
628,DERROTA_ESTRUCTURAL,14,3,2,24
629,DERROTA_VICTIMAS,6,1,5,6
630,DERROTA_ESTRUCTURAL,14,2,2,27
631,DERROTA_VICTIMAS,9,2,4,12
632,DERROTA_VICTIMAS,6,2,4,2
633,DERROTA_VICTIMAS,12,2,4,20
634,DERROTA_ESTRUCTURAL,13,2,2,24
635,DERROTA_VICTIMAS,8,1,4,17
636,DERROTA_ESTRUCTURAL,11,1,3,27
637,DERROTA_VICTIMAS,15,2,4,25
638,DERROTA_ESTRUCTURAL,13,2,3,25
639,DERROTA_ESTRUCTURAL,14,2,3,26
640,DERROTA_VICTIMAS,9,1,4,16
641,DERROTA_ESTRUCTURAL,11,1,3,24
642,DERROTA_ESTRUCTURAL,11,2,3,25
643,DERROTA_ESTRUCTURAL,11,1,1,25
644,DERROTA_ESTRUCTURAL,13,2,3,24
645,DERROTA_ESTRUCTURAL,14,3,1,26
646,DERROTA_VICTIMAS,11,2,4,24
647,DERROTA_VICTIMAS,6,1,4,7
648,DERROTA_ESTRUCTURAL,14,1,3,26
649,DERROTA_VICTIMAS,10,4,4,15
650,DERROTA_VICTIMAS,9,3,4,9
651,DERROTA_VICTIMAS,8,2,4,17
652,DERROTA_VICTIMAS,10,2,4,10
653,DERROTA_VICTIMAS,6,2,4,1
654,DERROTA_ESTRUCTURAL,13,1,1,24
655,DERROTA_ESTRUCTURAL,16,2,2,25
656,DERROTA_VICTIMAS,6,1,4,5
657,DERROTA_ESTRUCTURAL,13,1,1,26
658,DERROTA_ESTRUCTURAL,15,2,3,27
659,DERROTA_ESTRUCTURAL,14,1,1,26
660,DERROTA_ESTRUCTURAL,12,2,1,26
661,DERROTA_ESTRUCTURAL,12,1,3,24
662,DERROTA_VICTIMAS,7,2,4,7
663,DERROTA_ESTRUCTURAL,15,2,2,26
664,DERROTA_ESTRUCTURAL,13,3,1,28
665,DERROTA_VICTIMAS,6,1,4,1
666,DERROTA_ESTRUCTURAL,12,3,2,26
667,DERROTA_VICTIMAS,7,3,4,10
668,DERROTA_ESTRUCTURAL,13,3,2,24
669,DERROTA_VICTIMAS,9,1,4,12
670,DERROTA_ESTRUCTURAL,12,3,2,26
671,DERROTA_ESTRUCTURAL,13,4,3,24
672,DERROTA_VICTIMAS,11,2,4,13
673,DERROTA_ESTRUCTURAL,13,2,2,25
674,DERROTA_VICTIMAS,10,1,4,12
675,DERROTA_VICTIMAS,11,3,4,18
676,DERROTA_VICTIMAS,5,1,4,6
677,DERROTA_VICTIMAS,11,3,4,12
678,DERROTA_VICTIMAS,7,2,4,10
679,DERROTA_VICTIMAS,10,1,4,11
680,DERROTA_VICTIMAS,8,2,4,14
681,DERROTA_ESTRUCTURAL,14,1,2,27
682,DERROTA_ESTRUCTURAL,12,1,1,26
683,DERROTA_ESTRUCTURAL,16,3,3,25
684,DERROTA_ESTRUCTURAL,14,1,3,28
685,DERROTA_VICTIMAS,10,2,4,14
686,DERROTA_ESTRUCTURAL,11,5,3,26
687,DERROTA_VICTIMAS,8,2,4,7
688,DERROTA_VICTIMAS,6,2,4,4
689,DERROTA_VICTIMAS,15,1,4,27
690,DERROTA_VICTIMAS,7,2,4,13
691,DERROTA_ESTRUCTURAL,14,3,2,27
692,DERROTA_VICTIMAS,10,4,4,12
693,DERROTA_ESTRUCTURAL,16,2,2,24
694,DERROTA_VICTIMAS,5,1,4,4
695,DERROTA_ESTRUCTURAL,16,4,3,25
696,DERROTA_VICTIMAS,8,2,4,14
697,DERROTA_VICTIMAS,6,1,4,0
698,DERROTA_ESTRUCTURAL,14,1,2,24
699,DERROTA_ESTRUCTURAL,13,2,2,28
700,DERROTA_VICTIMAS,12,3,4,25
701,DERROTA_ESTRUCTURAL,12,1,3,24
702,DERROTA_ESTRUCTURAL,13,1,2,26
703,DERROTA_VICTIMAS,9,2,4,16
704,DERROTA_VICTIMAS,6,3,4,6
705,DERROTA_ESTRUCTURAL,13,3,1,24
706,DERROTA_ESTRUCTURAL,15,1,3,25
707,DERROTA_VICTIMAS,9,2,4,19
708,DERROTA_VICTIMAS,11,4,4,13
709,DERROTA_VICTIMAS,6,1,4,7
710,DERROTA_VICTIMAS,9,4,5,8
711,DERROTA_VICTIMAS,7,3,4,8
712,DERROTA_VICTIMAS,9,2,4,16
713,DERROTA_VICTIMAS,8,3,4,11
714,DERROTA_VICTIMAS,7,3,4,6
715,DERROTA_ESTRUCTURAL,10,3,2,24
716,DERROTA_VICTIMAS,12,3,4,17
717,DERROTA_VICTIMAS,9,2,4,13
718,DERROTA_VICTIMAS,10,2,4,19
719,DERROTA_VICTIMAS,8,2,5,9
720,DERROTA_VICTIMAS,6,2,4,4
721,DERROTA_VICTIMAS,7,2,4,3
722,DERROTA_VICTIMAS,6,1,4,3
723,DERROTA_ESTRUCTURAL,12,3,2,24
724,DERROTA_ESTRUCTURAL,11,1,1,26
725,DERROTA_ESTRUCTURAL,12,1,2,25
726,DERROTA_VICTIMAS,9,3,4,3
727,DERROTA_VICTIMAS,7,2,4,4
728,DERROTA_VICTIMAS,7,2,4,7
729,DERROTA_ESTRUCTURAL,15,1,1,25
730,DERROTA_ESTRUCTURAL,12,2,2,25
731,DERROTA_VICTIMAS,10,5,4,11
732,DERROTA_VICTIMAS,6,1,5,5
733,DERROTA_VICTIMAS,8,2,4,10
734,DERROTA_VICTIMAS,9,2,4,16
735,DERROTA_VICTIMAS,6,1,4,0
736,DERROTA_VICTIMAS,6,2,4,7
737,DERROTA_ESTRUCTURAL,14,5,3,24
738,DERROTA_VICTIMAS,7,2,4,4
739,DERROTA_VICTIMAS,6,1,4,7
740,DERROTA_ESTRUCTURAL,16,3,1,27
741,DERROTA_ESTRUCTURAL,13,1,1,26
742,DERROTA_ESTRUCTURAL,16,2,3,25
743,DERROTA_VICTIMAS,5,1,4,6
744,DERROTA_ESTRUCTURAL,14,4,3,25
745,DERROTA_VICTIMAS,9,4,4,11
746,DERROTA_VICTIMAS,8,2,4,12
747,DERROTA_VICTIMAS,11,3,4,15
748,DERROTA_VICTIMAS,5,1,5,4
749,DERROTA_VICTIMAS,10,3,4,18
750,DERROTA_VICTIMAS,7,1,4,11
751,DERROTA_ESTRUCTURAL,14,2,2,26
752,DERROTA_VICTIMAS,7,2,4,8
753,DERROTA_VICTIMAS,6,1,4,2
754,DERROTA_VICTIMAS,12,3,4,14
755,DERROTA_VICTIMAS,7,1,4,2
756,DERROTA_VICTIMAS,6,1,4,3
757,DERROTA_ESTRUCTURAL,14,2,1,24
758,DERROTA_ESTRUCTURAL,13,1,2,26
759,DERROTA_ESTRUCTURAL,11,1,3,25
760,DERROTA_VICTIMAS,6,1,4,0
761,DERROTA_ESTRUCTURAL,11,1,1,24
762,DERROTA_VICTIMAS,9,3,4,6
763,DERROTA_VICTIMAS,6,1,4,3
764,DERROTA_VICTIMAS,8,2,4,21
765,DERROTA_VICTIMAS,8,3,4,4
766,DERROTA_ESTRUCTURAL,11,1,3,24
767,DERROTA_ESTRUCTURAL,13,4,3,25
768,DERROTA_ESTRUCTURAL,12,3,3,26
769,DERROTA_VICTIMAS,7,2,4,6
770,DERROTA_ESTRUCTURAL,12,1,1,26
771,DERROTA_VICTIMAS,6,1,4,2
772,DERROTA_ESTRUCTURAL,12,4,2,24
773,DERROTA_VICTIMAS,12,3,4,25
774,DERROTA_ESTRUCTURAL,13,2,1,27
775,DERROTA_VICTIMAS,12,2,4,16
776,DERROTA_VICTIMAS,7,2,4,6
777,DERROTA_VICTIMAS,6,1,5,3
778,DERROTA_VICTIMAS,11,3,4,15
779,DERROTA_VICTIMAS,6,2,5,6
780,DERROTA_VICTIMAS,10,2,4,18
781,DERROTA_ESTRUCTURAL,14,4,2,27
782,DERROTA_ESTRUCTURAL,15,3,2,25
783,DERROTA_ESTRUCTURAL,12,5,3,25
784,DERROTA_VICTIMAS,8,2,4,7
785,DERROTA_VICTIMAS,7,1,4,8
786,DERROTA_VICTIMAS,5,1,4,6
787,DERROTA_VICTIMAS,11,2,4,14
788,DERROTA_VICTIMAS,6,2,4,4
789,DERROTA_VICTIMAS,7,2,4,6
790,DERROTA_VICTIMAS,6,1,4,8
791,DERROTA_VICTIMAS,6,1,4,5
792,DERROTA_ESTRUCTURAL,14,2,2,24
793,DERROTA_ESTRUCTURAL,13,2,2,26
794,DERROTA_VICTIMAS,6,2,4,5
795,DERROTA_VICTIMAS,9,4,4,16
796,DERROTA_ESTRUCTURAL,15,3,3,26
797,DERROTA_ESTRUCTURAL,13,1,2,27
798,DERROTA_VICTIMAS,6,2,4,10
799,DERROTA_VICTIMAS,8,1,4,0
800,DERROTA_ESTRUCTURAL,13,2,2,25
801,DERROTA_ESTRUCTURAL,14,1,1,24
802,DERROTA_ESTRUCTURAL,13,2,3,24
803,DERROTA_VICTIMAS,11,3,4,14
804,DERROTA_VICTIMAS,9,3,4,16
805,DERROTA_VICTIMAS,7,2,4,10
806,DERROTA_ESTRUCTURAL,12,2,3,24
807,DERROTA_VICTIMAS,7,2,4,11
808,DERROTA_VICTIMAS,6,3,4,8
809,DERROTA_VICTIMAS,5,1,4,9
810,DERROTA_ESTRUCTURAL,11,4,2,24
811,DERROTA_VICTIMAS,11,3,4,26
812,DERROTA_ESTRUCTURAL,11,1,2,24
813,DERROTA_VICTIMAS,9,2,4,12
814,DERROTA_VICTIMAS,7,2,4,5
815,DERROTA_VICTIMAS,7,3,4,8
816,DERROTA_VICTIMAS,7,2,4,0
817,DERROTA_VICTIMAS,15,2,4,27
818,DERROTA_ESTRUCTURAL,12,3,1,26
819,DERROTA_VICTIMAS,11,2,4,19
820,DERROTA_ESTRUCTURAL,11,1,1,25
821,DERROTA_ESTRUCTURAL,13,1,3,26
822,DERROTA_VICTIMAS,9,2,4,13
823,DERROTA_ESTRUCTURAL,16,3,1,27
824,DERROTA_ESTRUCTURAL,13,1,2,26
825,DERROTA_ESTRUCTURAL,13,1,2,28
826,DERROTA_ESTRUCTURAL,11,3,2,24
827,DERROTA_VICTIMAS,7,1,4,7
828,DERROTA_VICTIMAS,9,3,4,15
829,DERROTA_ESTRUCTURAL,11,1,3,24
830,DERROTA_ESTRUCTURAL,12,1,2,25
831,DERROTA_VICTIMAS,5,2,4,5
832,DERROTA_VICTIMAS,11,2,4,19
833,DERROTA_ESTRUCTURAL,13,1,1,27
834,DERROTA_ESTRUCTURAL,14,3,2,25
835,DERROTA_VICTIMAS,8,1,4,9
836,DERROTA_ESTRUCTURAL,12,4,1,24
837,DERROTA_ESTRUCTURAL,16,4,3,24
838,DERROTA_ESTRUCTURAL,15,1,2,26
839,DERROTA_VICTIMAS,9,3,4,5
840,DERROTA_ESTRUCTURAL,14,2,2,26
841,DERROTA_ESTRUCTURAL,12,3,3,26
842,DERROTA_VICTIMAS,9,2,4,15
843,DERROTA_ESTRUCTURAL,12,2,2,27
844,DERROTA_ESTRUCTURAL,13,1,1,26
845,DERROTA_ESTRUCTURAL,15,2,3,24
846,DERROTA_VICTIMAS,7,1,4,5
847,DERROTA_ESTRUCTURAL,10,1,1,24
848,DERROTA_ESTRUCTURAL,14,1,3,25
849,DERROTA_ESTRUCTURAL,13,2,2,24
850,DERROTA_VICTIMAS,8,2,4,8
851,DERROTA_ESTRUCTURAL,13,2,3,26
852,DERROTA_VICTIMAS,12,3,4,24
853,DERROTA_ESTRUCTURAL,10,3,1,26
854,DERROTA_ESTRUCTURAL,13,1,3,26
855,DERROTA_ESTRUCTURAL,11,2,1,26
856,DERROTA_ESTRUCTURAL,11,2,3,24
857,DERROTA_VICTIMAS,7,2,4,6
858,DERROTA_ESTRUCTURAL,14,1,1,27
859,DERROTA_VICTIMAS,7,3,4,11
860,DERROTA_ESTRUCTURAL,13,3,1,25
861,DERROTA_VICTIMAS,12,1,4,16
862,DERROTA_ESTRUCTURAL,13,2,3,24
863,DERROTA_ESTRUCTURAL,14,1,2,24
864,DERROTA_ESTRUCTURAL,13,1,2,24
865,DERROTA_VICTIMAS,11,3,4,15
866,DERROTA_ESTRUCTURAL,12,1,3,26
867,DERROTA_ESTRUCTURAL,16,2,3,24
868,DERROTA_ESTRUCTURAL,13,3,1,25
869,DERROTA_ESTRUCTURAL,12,1,2,26
870,DERROTA_VICTIMAS,7,3,4,13
871,DERROTA_ESTRUCTURAL,15,1,3,29
872,DERROTA_VICTIMAS,7,2,4,6
873,DERROTA_VICTIMAS,6,1,5,4
874,DERROTA_VICTIMAS,7,2,4,3
875,DERROTA_VICTIMAS,9,4,4,10
876,DERROTA_VICTIMAS,8,2,4,15
877,DERROTA_VICTIMAS,12,5,4,21
878,DERROTA_VICTIMAS,8,1,4,7
879,DERROTA_VICTIMAS,6,2,4,11
880,DERROTA_VICTIMAS,10,2,4,14
881,DERROTA_VICTIMAS,5,1,4,0
882,DERROTA_ESTRUCTURAL,15,2,1,28
883,DERROTA_VICTIMAS,6,1,4,5
884,DERROTA_VICTIMAS,7,2,4,1
885,DERROTA_VICTIMAS,9,3,4,13
886,DERROTA_ESTRUCTURAL,14,5,2,25
887,DERROTA_ESTRUCTURAL,13,2,3,24
888,DERROTA_VICTIMAS,10,2,4,13
889,DERROTA_VICTIMAS,6,1,5,4
890,DERROTA_VICTIMAS,8,2,4,2
891,DERROTA_VICTIMAS,6,1,4,3
892,DERROTA_ESTRUCTURAL,14,1,3,24
893,DERROTA_VICTIMAS,10,1,4,16
894,DERROTA_ESTRUCTURAL,14,3,3,25
895,DERROTA_VICTIMAS,8,3,4,5
896,DERROTA_VICTIMAS,8,3,5,3
897,DERROTA_VICTIMAS,8,1,4,10
898,DERROTA_ESTRUCTURAL,12,2,2,24
899,DERROTA_ESTRUCTURAL,13,2,3,29
900,DERROTA_ESTRUCTURAL,11,2,3,25
901,DERROTA_ESTRUCTURAL,13,2,1,24
902,DERROTA_ESTRUCTURAL,15,1,3,26
903,DERROTA_VICTIMAS,10,2,4,6
904,DERROTA_ESTRUCTURAL,15,3,2,26
905,DERROTA_ESTRUCTURAL,13,4,2,27
906,DERROTA_VICTIMAS,10,2,4,21
907,DERROTA_ESTRUCTURAL,12,1,1,27
908,DERROTA_VICTIMAS,9,1,4,13
909,DERROTA_VICTIMAS,7,1,4,7
910,DERROTA_VICTIMAS,6,1,4,4
911,DERROTA_ESTRUCTURAL,12,1,1,25
912,DERROTA_ESTRUCTURAL,13,3,3,27
913,DERROTA_ESTRUCTURAL,12,1,1,25
914,DERROTA_VICTIMAS,8,1,4,17
915,DERROTA_ESTRUCTURAL,11,2,1,26
916,DERROTA_VICTIMAS,7,2,5,6
917,DERROTA_VICTIMAS,9,3,4,9
918,DERROTA_ESTRUCTURAL,11,1,3,24
919,DERROTA_ESTRUCTURAL,13,2,3,24
920,DERROTA_ESTRUCTURAL,14,3,3,27
921,DERROTA_ESTRUCTURAL,15,3,1,27
922,DERROTA_VICTIMAS,7,3,4,7
923,DERROTA_ESTRUCTURAL,12,1,1,25
924,DERROTA_VICTIMAS,7,1,4,6
925,DERROTA_VICTIMAS,7,3,4,5
926,DERROTA_ESTRUCTURAL,12,1,1,25
927,DERROTA_ESTRUCTURAL,13,1,3,25
928,DERROTA_VICTIMAS,10,2,4,9
929,DERROTA_VICTIMAS,8,1,4,12
930,DERROTA_ESTRUCTURAL,14,1,1,26
931,DERROTA_VICTIMAS,7,2,4,3
932,DERROTA_VICTIMAS,7,1,4,8
933,DERROTA_ESTRUCTURAL,13,2,2,25
934,DERROTA_VICTIMAS,11,3,5,21
935,DERROTA_ESTRUCTURAL,12,1,3,24
936,DERROTA_ESTRUCTURAL,14,4,1,27
937,DERROTA_VICTIMAS,8,2,4,11
938,DERROTA_ESTRUCTURAL,13,2,1,27
939,DERROTA_VICTIMAS,8,3,4,10
940,DERROTA_VICTIMAS,8,2,4,5
941,DERROTA_VICTIMAS,8,3,4,4
942,DERROTA_ESTRUCTURAL,11,1,1,27
943,DERROTA_ESTRUCTURAL,11,2,3,27
944,DERROTA_ESTRUCTURAL,14,2,1,27
945,DERROTA_VICTIMAS,7,2,4,13
946,DERROTA_ESTRUCTURAL,12,3,1,26
947,DERROTA_VICTIMAS,9,3,4,17
948,DERROTA_ESTRUCTURAL,14,1,1,25
949,DERROTA_VICTIMAS,13,3,4,21
950,DERROTA_VICTIMAS,8,2,4,3
951,DERROTA_ESTRUCTURAL,11,2,2,24
952,DERROTA_VICTIMAS,6,2,4,7
953,DERROTA_VICTIMAS,8,3,4,9
954,DERROTA_VICTIMAS,7,2,5,6
955,DERROTA_ESTRUCTURAL,15,3,2,27
956,DERROTA_VICTIMAS,5,1,4,7
957,DERROTA_ESTRUCTURAL,13,2,2,26
958,DERROTA_VICTIMAS,8,1,4,12
959,DERROTA_VICTIMAS,9,2,4,11
960,DERROTA_ESTRUCTURAL,11,1,2,24
961,DERROTA_VICTIMAS,10,2,4,21
962,DERROTA_VICTIMAS,7,2,4,15
963,DERROTA_ESTRUCTURAL,14,1,2,25
964,DERROTA_ESTRUCTURAL,13,2,3,24
965,DERROTA_ESTRUCTURAL,12,1,2,24
966,DERROTA_ESTRUCTURAL,12,1,3,25
967,DERROTA_ESTRUCTURAL,11,1,3,24
968,DERROTA_ESTRUCTURAL,12,2,1,28
969,DERROTA_VICTIMAS,7,1,5,10
970,DERROTA_VICTIMAS,6,1,4,6
971,DERROTA_VICTIMAS,10,2,4,6
972,DERROTA_VICTIMAS,6,1,4,2
973,DERROTA_VICTIMAS,13,2,4,22
974,DERROTA_ESTRUCTURAL,14,2,2,24
975,DERROTA_VICTIMAS,8,2,4,9
976,DERROTA_VICTIMAS,7,2,5,11
977,DERROTA_ESTRUCTURAL,16,2,2,26
978,DERROTA_ESTRUCTURAL,14,1,3,24
979,DERROTA_VICTIMAS,8,1,4,7
980,DERROTA_VICTIMAS,7,3,4,4
981,DERROTA_VICTIMAS,11,4,4,21
982,DERROTA_VICTIMAS,6,2,4,6
983,DERROTA_ESTRUCTURAL,12,2,2,25
984,DERROTA_VICTIMAS,8,2,4,14
985,DERROTA_ESTRUCTURAL,12,1,1,24
986,DERROTA_VICTIMAS,7,3,4,2
987,DERROTA_ESTRUCTURAL,14,2,3,27
988,VICTORIA,14,7,3,24
989,DERROTA_ESTRUCTURAL,13,1,3,24
990,DERROTA_VICTIMAS,7,2,4,8
991,DERROTA_ESTRUCTURAL,15,4,2,27
992,DERROTA_VICTIMAS,8,2,4,17
993,DERROTA_VICTIMAS,7,2,4,4
994,DERROTA_VICTIMAS,4,1,4,1
995,DERROTA_VICTIMAS,12,1,4,20
996,DERROTA_VICTIMAS,7,2,4,7
997,DERROTA_VICTIMAS,5,2,4,8
998,DERROTA_ESTRUCTURAL,15,2,2,25
999,DERROTA_VICTIMAS,12,3,4,15
1000,DERROTA_VICTIMAS,11,2,4,17
